"idencuesta","c11_w01","c11_w03","c43_w05","c08_01_w01","c08_02_w01","c08_03_w01","c08_04_w01","c08_01_w02","c08_02_w02","c08_03_w02","c08_04_w02","c08_01_w03","c08_02_w03","c08_03_w03","c08_04_w03","c08_01_w04","c08_02_w04","c08_03_w04","c08_04_w04","c08_05_w04","c08_02_w05","c08_04_w05","c08_05_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_3","class_part_4","class_part_5"
4301221,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
4301223,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,"1","4","4"
4301233,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
4301251,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
4301252,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101014,1,1,1,2,4,1,1,4,4,1,1,1,1,1,1,2,3,1,1,1,1,4,1,2,2,1,1,2,"3","1","1"
5101015,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101021,2,1,1,3,3,3,3,1,1,1,3,1,1,1,1,1,3,1,3,3,1,1,3,1,1,1,1,1,"2","2","4"
5101035,2,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
5101053,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101055,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,4,3,1,4,5,1,1,1,2,2,"3","3","2"
5101062,1,1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,"2","2","4"
5101064,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
5101066,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,5,1,1,5,1,1,1,1,2,2,"3","1","1"
5101067,1,1,1,1,1,1,5,1,2,1,4,1,1,1,3,1,1,1,4,1,1,5,2,2,2,1,2,2,"3","1","3"
5101072,1,1,1,1,1,1,4,1,1,1,5,3,1,1,4,1,2,1,3,1,1,4,4,2,2,2,1,2,"3","1","3"
5101074,1,1,1,3,2,3,3,4,1,1,4,1,1,1,4,2,2,3,3,3,1,1,4,1,2,2,1,2,"3","1","1"
5101075,2,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,"2","2","1"
5101094,2,2,2,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
5101095,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,2,1,1,1,2,1,"1","2","1"
5101103,1,1,2,1,1,1,4,1,1,1,1,1,1,1,3,3,1,1,3,1,1,3,1,2,1,1,1,1,"2","2","1"
5101105,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
5101112,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5101117,1,1,1,1,1,1,4,1,1,1,3,1,1,1,4,1,3,1,4,4,4,4,4,2,1,2,2,2,"3","1","3"
5101123,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101125,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101126,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,"1","4","5"
5101131,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101132,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,1,1,"1","4","5"
5101136,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,"2","2","1"
5101145,2,2,2,1,1,2,4,2,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
5101151,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
5101153,1,1,1,3,1,1,5,3,1,1,4,1,1,1,3,3,1,1,3,1,1,5,5,2,2,1,1,2,"3","1","1"
5101154,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"1","4","5"
5101155,1,1,1,5,1,1,3,1,1,1,2,1,1,1,1,1,1,1,4,1,1,5,1,2,1,1,2,2,"3","1","3"
5101161,1,1,1,3,3,1,5,3,3,1,4,4,3,3,5,3,4,1,5,5,3,4,4,2,2,2,2,2,"3","1","3"
5101162,1,1,1,3,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101174,1,1,1,2,1,1,1,1,1,1,3,2,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,"2","2","4"
5101182,2,1,1,3,2,2,2,1,1,1,1,3,1,1,2,3,4,2,4,3,1,2,1,1,1,1,2,1,"2","2","1"
5101196,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,3,1,1,1,1,1,"1","4","5"
5101197,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,1,3,4,1,5,1,1,1,1,2,2,"3","1","1"
5101201,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,"1","4","4"
5101204,1,1,2,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101205,2,1,1,3,1,1,3,1,1,1,1,4,4,2,4,5,4,1,5,5,4,4,4,1,1,2,2,2,"3","1","3"
5101206,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
5101207,2,2,2,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101215,2,2,1,3,1,1,3,3,1,3,3,1,1,1,3,5,1,1,4,1,1,1,2,1,1,1,2,1,"1","3","2"
5101221,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101222,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101224,1,1,1,1,1,1,5,1,2,2,5,2,1,1,4,2,3,1,4,4,1,5,3,2,2,2,2,2,"3","1","3"
5101226,2,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,5,3,3,4,1,1,1,2,2,"3","3","2"
5101251,2,2,1,1,1,1,1,3,3,3,3,2,2,1,1,4,4,4,3,4,1,2,1,1,1,1,2,1,"1","3","2"
5101252,1,1,1,4,1,1,5,2,1,1,1,2,1,1,1,3,1,1,1,1,1,3,4,2,1,1,1,2,"3","1","1"
5101253,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"2","2","4"
5101261,1,1,1,1,2,2,3,1,1,1,1,3,3,1,5,1,3,1,3,3,3,3,3,1,1,2,1,1,"2","2","1"
5101291,1,1,1,1,1,5,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,"2","2","1"
5101303,1,1,1,4,2,3,4,1,1,1,1,1,1,1,1,2,2,1,1,3,2,3,3,2,1,1,1,1,"2","2","1"
5101341,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"1","4","5"
5101343,1,1,1,1,1,1,1,3,3,3,3,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
5101362,2,2,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101371,1,1,2,3,3,2,3,1,1,1,1,3,4,5,5,3,5,5,1,5,4,3,5,1,1,2,2,2,"3","1","3"
5101372,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,3,1,1,3,1,1,2,3,1,1,1,1,1,"2","2","4"
5101403,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"1","4","5"
5101404,1,1,1,3,1,1,1,4,2,3,3,2,1,1,3,2,3,1,1,3,1,1,1,1,2,1,1,1,"2","2","1"
5101422,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101443,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101462,2,2,1,1,1,1,1,4,2,3,3,1,1,1,3,1,3,1,4,1,1,3,1,1,2,1,2,1,"1","3","2"
5101463,1,1,1,1,1,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101465,1,1,2,1,1,1,1,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
5101472,2,2,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,"1","4","5"
5101481,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,"2","2","4"
5101482,1,2,2,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"1","4","5"
5101484,2,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,1,3,1,1,1,1,1,"1","4","5"
5101485,2,1,2,1,2,1,5,3,3,1,3,1,1,1,3,1,1,1,4,1,1,3,1,2,1,1,2,1,"1","2","1"
5101486,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"2","2","4"
5101491,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101492,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,5,5,1,1,3,1,1,1,2,1,"2","2","1"
5101494,2,1,1,1,1,1,3,4,1,1,3,4,2,1,4,3,3,1,5,3,1,4,2,1,2,2,2,2,"3","1","3"
5101495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101501,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101505,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5101507,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101513,2,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,5,1,1,1,1,1,2,"1","3","2"
5101514,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,2,1,"1","3","5"
5101515,2,2,1,1,1,1,1,1,1,1,3,1,2,2,2,3,1,1,4,1,1,1,4,1,1,1,2,2,"3","3","2"
5101521,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5101523,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,"1","4","5"
5101525,1,2,1,3,1,1,2,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5101526,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,3,1,5,1,1,1,1,2,2,"3","1","1"
5101531,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,3,1,3,4,2,3,5,1,1,1,2,2,"3","3","2"
5101533,2,1,1,1,1,1,4,1,1,1,1,3,1,1,3,1,3,1,2,3,5,5,5,2,1,1,1,2,"3","1","1"
5101536,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,4,3,1,3,3,3,3,2,1,1,1,2,1,"1","3","2"
5103031,2,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
5103033,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,"2","2","4"
5103038,2,2,2,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,"1","4","5"
5109013,1,1,1,2,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
5109033,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5109034,1,1,2,2,4,1,1,3,1,2,1,1,1,1,1,1,3,1,5,1,1,3,1,2,1,1,2,1,"2","2","1"
5109051,1,1,1,3,1,1,4,3,1,1,3,1,1,1,3,1,1,1,3,1,1,2,1,2,1,1,1,1,"2","2","1"
5109052,2,2,2,1,1,1,1,2,1,1,4,3,2,2,4,1,1,1,1,1,1,1,2,1,2,2,1,1,"1","3","5"
5109057,1,1,2,2,3,1,5,3,3,1,3,2,3,1,2,3,3,1,3,3,1,2,1,2,1,1,1,1,"2","2","1"
5109103,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5109115,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,"2","2","1"
5109124,1,1,1,1,2,3,4,1,1,1,4,1,1,3,5,1,3,4,4,1,1,2,1,2,2,2,2,1,"3","1","3"
5109125,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,1,3,1,3,3,2,3,3,1,1,1,1,1,"2","2","4"
5109142,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109151,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"1","4","5"
5109152,2,2,1,3,2,3,2,2,1,1,1,3,1,1,1,1,2,1,1,4,1,1,2,1,1,1,2,1,"1","3","2"
5109153,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"1","2","4"
5109155,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,"2","2","4"
5109176,1,1,1,1,4,4,1,1,3,3,1,2,2,2,2,4,4,4,5,5,1,4,4,2,1,1,2,2,"3","1","3"
5109178,2,1,2,1,2,2,3,1,2,1,3,2,2,1,2,1,3,1,5,5,1,1,2,1,1,1,2,1,"1","2","1"
5109202,2,1,1,1,1,1,3,2,1,1,3,1,1,1,3,2,2,1,4,3,2,1,2,1,1,1,2,1,"2","2","1"
5109203,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,2,1,1,1,1,"2","2","1"
5109226,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5109227,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,3,1,1,1,1,1,2,1,1,1,"2","2","1"
5109241,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5109242,1,2,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5109254,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"1","4","5"
5109255,1,1,1,3,1,1,1,1,1,1,4,3,1,1,1,1,2,1,5,1,1,2,1,1,2,1,2,1,"3","1","1"
5109261,1,1,1,2,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"3","1","1"
5109282,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,1,1,1,"1","4","5"
5109284,1,1,1,3,1,1,1,1,1,1,1,2,2,2,3,1,1,1,4,4,1,2,5,1,1,1,2,2,"3","1","1"
5109285,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
5109286,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5109293,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109294,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
5109295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
5109302,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109303,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2,1,"2","2","1"
5109305,2,1,1,1,2,1,1,1,1,1,3,3,3,1,4,3,4,3,4,4,1,4,1,1,1,2,2,2,"3","1","3"
5109314,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,"2","2","1"
5109315,1,2,1,4,4,1,4,3,3,3,3,1,1,1,2,1,1,1,1,1,1,5,3,2,1,1,1,2,"3","1","1"
5109324,1,1,1,1,1,1,2,3,1,1,1,4,3,1,4,3,1,1,4,3,1,2,1,1,1,2,2,1,"3","1","1"
5109331,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"2","2","4"
5109333,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5109336,2,2,1,2,2,1,4,2,3,3,5,1,1,1,5,2,1,1,5,1,1,4,5,2,2,2,2,2,"3","1","3"
5109337,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
5109341,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,1,3,1,3,3,1,4,2,1,1,2,1,2,"3","3","2"
5109342,2,2,1,3,2,1,1,3,1,2,1,3,1,1,3,1,1,1,1,1,1,5,3,1,1,1,1,2,"1","3","2"
5109343,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,"1","2","4"
5109344,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109345,1,2,1,3,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5109346,2,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,3,2,3,3,1,3,1,1,1,1,1,1,"2","2","4"
5109354,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,"1","2","4"
5109363,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"2","2","1"
5109372,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,1,"2","2","4"
5109381,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,"2","2","1"
5109384,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5109392,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,5,1,3,4,1,1,1,2,2,"3","3","2"
5109393,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,4,4,1,4,1,1,2,2,2,2,"3","1","3"
5109394,2,1,1,1,4,4,5,1,1,1,1,3,1,3,3,1,4,2,1,4,1,1,1,2,1,1,2,1,"3","1","1"
5109397,1,1,1,2,3,3,4,1,1,1,2,1,1,1,5,1,3,1,4,4,2,2,3,2,1,2,2,1,"3","1","3"
5402011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,1,4,1,1,1,2,2,"3","1","1"
5402021,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5402023,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5402032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,3,1,2,1,1,1,2,1,"2","2","1"
5402041,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5402051,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,"2","2","1"
5402053,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,3,2,1,1,1,1,1,1,1,1,"2","2","4"
5402071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5402073,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,"2","2","4"
5402081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
5402101,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5402103,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,"1","2","2"
5402111,1,2,2,2,2,3,1,1,1,3,1,3,1,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,"1","4","5"
5402113,2,2,2,2,2,2,2,1,1,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,"1","4","5"
5701032,1,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5701042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5701043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5701063,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
5701122,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
5701132,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5701162,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,1,2,3,1,1,1,1,2,1,1,1,"2","2","1"
5701191,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5701192,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5701233,2,2,1,1,3,3,3,2,1,2,2,1,1,2,4,1,3,4,4,3,1,1,1,1,1,2,2,1,"3","3","2"
5801022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801023,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801032,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,3,1,3,2,1,1,1,1,1,2,1,1,"1","4","5"
5801035,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801042,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801043,2,2,1,1,1,1,1,3,1,1,3,3,1,1,3,1,1,1,5,5,1,3,1,1,1,1,2,1,"1","3","2"
5801051,1,1,2,1,2,1,5,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1,"2","2","1"
5801062,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"1","4","4"
5801065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801081,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
5801082,2,2,2,1,1,1,5,1,3,1,1,1,2,1,4,1,1,1,5,4,1,5,2,2,1,2,2,2,"3","3","3"
5801094,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801096,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801102,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801104,1,1,1,2,1,1,4,3,1,1,3,3,1,1,4,3,1,1,4,1,1,3,1,2,1,2,2,1,"3","1","3"
5801106,1,2,2,1,1,3,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
5801111,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
5801114,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,1,1,1,1,1,"1","4","5"
5801131,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801143,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
5801154,2,1,2,4,3,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
5801155,1,1,2,1,3,3,1,2,1,1,1,1,3,3,2,1,1,1,1,1,1,3,3,1,1,1,1,1,"2","2","4"
5804011,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,"1","4","5"
