"idencuesta","c11_w01","c11_w03","c43_w05","c08_01_w01","c08_02_w01","c08_03_w01","c08_04_w01","c08_01_w02","c08_02_w02","c08_03_w02","c08_04_w02","c08_01_w03","c08_02_w03","c08_03_w03","c08_04_w03","c08_01_w04","c08_02_w04","c08_03_w04","c08_04_w04","c08_05_w04","c08_02_w05","c08_04_w05","c08_05_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_3","class_part_4","class_part_5"
8101048,1,1,1,4,5,1,5,5,5,3,5,5,5,2,5,4,4,1,1,5,2,5,5,2,2,2,2,2,"3","1","3"
8101052,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,"1","4","5"
8101061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,1,1,3,1,1,1,1,1,"2","2","4"
8101063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101064,1,1,1,4,1,1,2,2,1,1,4,4,1,1,2,1,2,1,4,1,1,4,1,2,2,2,2,2,"3","1","3"
8101066,2,1,1,3,1,1,3,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101068,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
8101071,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8101078,1,1,1,3,3,3,3,4,3,1,4,4,3,1,3,2,3,2,2,5,1,5,2,1,2,2,2,2,"3","1","3"
8101079,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101084,1,1,1,2,2,1,1,2,1,1,1,2,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,"2","2","4"
8101091,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101092,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
8101094,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8101095,1,1,1,1,1,1,3,1,1,1,5,2,1,2,4,2,1,1,2,2,1,3,1,1,2,2,1,1,"3","1","1"
8101098,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,"2","2","1"
8101101,1,2,1,1,1,1,5,1,1,1,1,3,3,1,5,3,1,1,4,2,1,4,3,2,1,2,2,2,"3","1","3"
8101103,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8101104,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
8101111,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101112,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8101113,1,1,1,4,1,1,1,4,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,"2","2","1"
8101114,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"1","2","4"
8101115,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8101116,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101118,1,1,1,1,4,1,1,1,3,1,3,1,3,1,1,1,2,1,2,3,1,1,2,2,1,1,1,1,"2","2","1"
8101127,1,1,1,1,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,1,2,4,1,1,2,2,2,2,"3","1","3"
8101128,2,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,"1","4","4"
8101145,2,2,2,3,1,1,1,3,1,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,"1","4","5"
8101163,2,1,1,1,1,1,4,1,2,1,3,2,2,1,1,3,1,1,5,1,1,5,1,2,1,1,2,2,"3","1","3"
8101165,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,1,1,1,1,1,2,"1","2","1"
8101171,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,"1","4","4"
8101187,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101211,2,2,1,3,1,1,1,3,1,1,5,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,"1","3","5"
8101214,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
8101215,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,1,1,1,3,1,1,1,1,1,"2","2","4"
8101216,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
8101222,2,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,3,1,1,4,1,1,1,1,2,"1","3","2"
8101223,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8101224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8101225,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,2,3,1,1,1,1,1,2,1,"1","3","2"
8101228,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,"1","4","5"
8101246,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,1,1,5,1,1,1,1,2,2,"3","1","1"
8101247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"2","2","4"
8101251,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,"2","2","4"
8101253,1,1,1,3,3,3,3,2,1,1,1,3,1,1,3,3,3,1,4,3,1,5,4,1,1,1,2,2,"3","1","1"
8101255,1,2,1,1,3,1,2,2,3,1,1,1,3,1,1,1,3,1,1,4,3,1,3,1,1,1,2,1,"1","2","2"
8102011,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,"2","2","1"
8102013,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
8102022,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,4,1,1,1,1,2,"2","2","1"
8102023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8102024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,"2","2","4"
8102025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,3,1,1,1,1,1,1,"2","2","4"
8102032,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102035,1,1,1,1,1,1,1,2,1,1,4,2,3,4,5,3,3,3,3,3,1,3,1,1,2,2,1,1,"3","1","1"
8102043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102045,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102052,2,2,1,1,1,1,3,1,1,1,3,2,1,1,4,2,1,1,4,3,1,3,1,1,1,2,2,1,"3","3","2"
8102063,1,1,2,-999,-999,-999,-999,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8102066,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,4,3,1,4,1,1,2,1,2,2,"3","1","3"
8102072,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,"2","2","4"
8102073,1,1,1,1,1,1,1,3,5,5,5,1,1,2,4,1,4,3,5,4,2,4,3,1,2,2,2,2,"3","1","3"
8102074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,"2","2","4"
8102075,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102081,1,2,2,1,1,2,1,1,3,3,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8102082,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102085,1,1,1,2,4,2,1,1,1,4,4,2,1,3,1,1,4,1,1,4,4,2,5,2,2,1,2,2,"3","1","3"
8102086,1,1,1,5,4,5,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,1,1,1,"2","2","1"
8102093,2,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,4,3,1,3,3,1,2,1,2,1,"1","3","5"
8102101,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8102102,1,1,1,3,1,2,3,1,1,3,4,1,1,1,4,1,1,1,4,3,1,4,2,1,2,2,2,2,"3","1","3"
8102115,2,1,2,1,1,1,3,1,1,1,4,2,1,1,3,1,1,1,3,1,1,1,1,1,2,1,1,1,"1","2","1"
8103014,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103033,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8103034,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,1,1,1,1,1,"2","2","4"
8103035,2,1,1,4,1,1,1,2,3,1,1,1,1,1,1,4,3,1,3,2,1,4,2,2,1,1,2,2,"3","1","3"
8103036,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103038,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103043,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8103045,1,1,1,1,1,3,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,"2","2","4"
8103052,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8103053,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,3,5,5,5,5,4,5,5,1,1,1,2,2,"3","1","1"
8103055,1,1,1,3,1,1,5,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,"2","2","1"
8103058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,"2","2","4"
8103074,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,2,1,1,1,1,2,"1","3","2"
8103075,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103076,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8103081,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103083,2,1,1,1,1,1,1,3,3,1,4,2,1,1,3,1,3,1,4,3,1,4,1,1,2,1,2,2,"3","1","3"
8103084,1,2,2,2,1,1,5,4,1,1,5,2,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,"1","4","5"
8103085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103088,1,1,1,2,1,1,1,1,1,1,1,-888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8103091,2,1,1,1,1,1,3,3,1,1,5,2,1,1,3,1,1,1,3,2,1,4,1,1,2,1,1,2,"3","1","1"
8103092,1,1,1,1,1,1,1,3,1,1,4,1,1,1,3,2,3,1,4,1,4,4,1,1,2,1,2,2,"3","1","3"
8103094,1,1,1,3,4,3,5,3,3,1,3,4,3,3,4,3,1,3,4,5,1,5,5,2,1,2,2,2,"3","1","3"
8103095,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,3,1,1,3,1,4,4,1,2,1,1,2,"3","1","1"
8103096,1,1,1,1,1,1,3,3,3,2,5,1,1,1,3,3,2,3,4,4,1,3,3,1,2,1,2,1,"3","1","1"
8105013,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,"1","2","4"
8105015,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106013,1,1,1,3,1,1,2,3,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106014,1,1,1,2,3,2,5,1,3,1,5,1,2,1,5,3,4,1,5,5,1,5,1,2,2,2,2,2,"3","1","3"
8106015,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,"2","2","1"
8106024,2,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","4"
8106025,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106032,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106034,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8106036,1,1,1,1,1,1,2,2,1,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
8106045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106051,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106053,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8106055,1,1,1,3,1,1,1,3,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8106065,1,1,1,2,3,1,1,2,1,1,3,2,1,1,4,2,1,1,3,1,1,3,2,1,1,2,1,1,"2","2","1"
8107025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8107031,1,1,1,3,3,1,3,4,1,1,1,4,1,1,3,3,1,1,1,3,1,1,1,1,2,2,1,1,"3","1","1"
8107035,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8107041,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8107042,1,1,1,1,1,1,4,1,1,1,3,1,3,1,2,1,3,1,3,3,1,3,1,2,1,1,1,1,"2","2","1"
8108013,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8108022,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,1,1,1,"1","4","5"
8108023,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,1,1,"2","2","4"
8108026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8108034,1,1,1,4,1,1,3,3,1,1,2,3,1,1,4,3,1,1,4,3,1,3,3,2,1,2,2,1,"3","1","3"
8108041,2,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8108043,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,2,1,"2","2","1"
8108045,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,"1","2","1"
8108052,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"1","4","5"
8108053,1,1,1,1,1,1,4,1,1,1,1,3,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,"2","2","1"
8108054,2,2,2,3,1,1,4,1,1,1,1,1,1,1,3,1,3,1,2,3,1,4,3,2,1,1,1,2,"1","3","5"
8108055,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8108056,2,2,1,2,3,1,3,1,1,1,1,1,1,1,3,1,1,2,3,3,1,3,1,1,1,1,1,1,"1","4","5"
8108062,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,"1","4","5"
8108064,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8108071,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8108072,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
8108081,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8108094,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"2","2","4"
8108095,1,1,1,3,2,1,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,"2","2","1"
8108097,1,1,1,2,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8108101,1,1,1,2,1,1,4,1,1,1,2,1,1,1,3,1,3,1,5,3,1,4,1,2,1,1,2,2,"3","1","3"
8108121,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
8108127,2,1,1,2,1,1,2,1,1,1,1,2,1,1,3,2,2,1,3,3,3,1,3,1,1,1,1,1,"2","2","4"
8108131,1,1,2,1,1,1,1,2,1,1,1,2,1,1,4,1,1,1,2,1,1,2,1,1,1,2,1,1,"2","2","1"
8108132,1,1,1,3,1,1,4,2,1,1,3,1,1,1,3,2,2,1,4,2,1,4,1,2,1,1,2,2,"3","1","3"
8108133,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"1","4","5"
8108135,2,2,2,1,3,1,2,2,3,1,3,2,2,1,2,3,4,1,2,3,1,1,1,1,1,1,2,1,"1","3","5"
8108141,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,"2","2","4"
8108145,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8108147,2,1,2,3,1,1,3,3,1,1,3,3,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,"1","4","4"
8110011,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8110014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,3,1,1,1,1,2,1,"2","2","1"
8110022,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"1","4","5"
8110025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,"2","2","4"
8110032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110033,1,2,1,1,1,1,1,3,1,1,3,3,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,"1","2","4"
8110041,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8110042,1,1,1,1,3,1,5,1,1,1,3,1,1,1,3,1,2,1,3,3,3,1,3,2,1,1,1,1,"2","2","1"
8110043,2,1,1,2,1,3,4,3,1,1,3,2,1,2,3,1,1,3,3,1,1,3,1,2,1,1,1,1,"2","2","1"
8110044,2,1,1,2,3,3,4,2,2,2,4,2,1,2,3,1,2,2,3,2,1,1,1,2,2,1,1,1,"3","1","1"
8110051,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110061,1,1,2,2,2,1,2,1,1,1,1,3,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,"2","2","4"
8110063,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110071,1,1,1,1,1,1,1,3,1,1,3,3,1,1,3,1,1,1,3,1,1,4,2,1,1,1,1,2,"2","2","1"
8110072,1,1,2,2,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"2","2","1"
8110073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110081,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
8110083,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"2","2","1"
8110084,2,2,1,1,3,3,4,3,3,3,4,3,2,2,3,2,5,4,4,4,1,4,3,2,2,1,2,2,"3","1","3"
8110091,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"2","2","4"
8110094,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110102,1,1,1,2,1,1,5,3,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,"3","1","1"
8110104,1,1,1,1,2,3,1,1,2,1,1,1,1,2,1,1,3,1,1,3,1,2,1,1,1,1,1,1,"2","2","4"
8110105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110112,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110114,1,2,2,3,2,1,2,3,1,3,3,4,3,1,4,3,1,1,1,1,1,3,1,1,1,2,1,1,"1","4","5"
8110115,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110121,1,1,1,3,1,3,3,3,4,1,4,3,3,1,3,2,5,2,5,5,4,5,4,1,2,1,2,2,"3","1","3"
8110124,1,1,1,3,1,3,3,4,5,5,5,4,3,1,4,4,4,4,4,4,3,5,5,1,2,2,2,2,"3","1","3"
8110125,1,2,1,2,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","2","4"
8110132,1,2,1,1,3,3,1,1,3,1,1,1,1,1,1,1,4,3,1,3,1,1,1,1,1,1,2,1,"1","2","2"
8110145,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8110155,1,1,1,1,1,1,4,2,2,1,3,1,1,1,3,1,1,1,2,1,2,4,1,2,1,1,1,2,"3","1","1"
8111011,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8111014,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,"2","2","4"
8111023,1,1,1,4,4,5,4,3,3,3,3,3,1,1,2,2,1,1,4,1,1,2,1,2,1,1,2,1,"3","1","1"
8111025,1,1,1,4,1,1,4,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,2,1,1,1,1,"2","2","1"
8111033,2,2,1,3,1,1,1,3,2,1,2,3,1,1,1,3,3,2,3,3,2,1,3,1,1,1,1,1,"1","4","5"
8111035,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,1,1,1,"2","2","1"
8111042,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,"2","2","4"
8111044,2,2,2,1,1,1,2,3,1,1,1,2,1,2,3,1,3,1,1,1,1,2,1,1,1,1,1,1,"1","4","5"
8111045,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,4,1,1,1,1,1,1,2,1,"2","2","1"
8111051,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,"1","2","4"
8111053,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","4","5"
8111054,1,1,1,1,1,1,1,4,1,1,1,4,2,1,3,1,2,1,3,2,1,1,2,1,2,2,1,1,"3","1","1"
8112011,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,2,1,2,2,2,"3","1","3"
8112013,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8112014,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8112015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8112033,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"2","2","4"
8112034,1,1,1,1,1,1,5,2,1,1,4,1,1,1,4,1,3,1,5,5,1,5,3,2,2,2,2,2,"3","1","3"
