"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","estrato_disenno","segmento_disenno","ponderador02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
13101116,2,1,2,3,5,5,5,4,1,1310111,2.45034337043762,2,2,2,2,2,"2"
13101117,1,2,2,2,4,1,1,1,1,1310111,1.66213595867157,1,2,1,1,1,"4"
13101119,2,2,2,4,1,5,5,4,1,1310111,1.22517168521881,2,1,2,2,2,"4"
13101122,1,2,2,1,1,1,1,1,1,1310112,3.28159689903259,1,1,1,1,1,"1"
13101126,1,2,2,2,1,1,5,4,1,1310112,3.28159689903259,1,1,1,2,2,"4"
13101134,2,2,2,2,1,1,3,2,1,1310113,0.188487961888313,1,1,1,2,1,"4"
13101135,2,2,2,4,4,4,5,3,1,1310113,0.565463840961456,2,2,2,2,2,"2"
13101151,2,2,2,2,3,3,3,2,1,1310115,0.376975893974304,1,2,2,2,1,"2"
13101157,2,2,2,2,1,2,1,1,1,1310115,1.26215255260468,1,1,1,1,1,"1"
13102014,1,1,1,1,1,1,1,1,1,1310201,0.942439675331116,1,1,1,1,1,"3"
13102017,2,2,2,4,4,3,3,2,1,1310201,1.57769048213959,2,2,2,2,1,"2"
13102023,2,2,2,3,3,3,4,1,1,1310202,1.9602746963501,2,2,2,2,1,"2"
13102025,1,1,2,1,1,1,1,1,1,1310202,0.653424978256226,1,1,1,1,1,"3"
13102033,2,1,2,1,1,1,3,3,1,1310203,4.10199546813965,1,1,1,2,2,"4"
13102035,2,1,1,1,1,1,1,1,1,1310203,2.73466372489929,1,1,1,1,1,"3"
13102038,2,2,2,1,1,1,1,1,1,1310203,1.63356232643127,1,1,1,1,1,"1"
13103015,1,1,1,1,1,1,1,1,1,1310301,11.3593721389771,1,1,1,1,1,"3"
13103041,2,2,2,3,3,1,1,4,1,1310304,4.37546253204346,2,2,1,1,2,"2"
13103043,1,2,2,1,1,1,1,1,1,1310304,1.99009907245636,1,1,1,1,1,"1"
13103045,2,2,2,3,1,3,1,2,1,1310304,1.30684995651245,2,1,2,1,1,"4"
13104012,2,2,2,1,1,1,1,1,1,1310401,0.376975893974304,1,1,1,1,1,"1"
13104013,1,2,2,1,1,1,1,1,1,1310401,0.188487946987152,1,1,1,1,1,"1"
13104014,2,1,1,1,2,1,1,1,1,1310401,0.565463840961456,1,1,1,1,1,"3"
13104023,2,2,2,4,2,1,4,2,1,1310402,1.41992151737213,2,1,1,2,1,"4"
13104024,2,2,2,3,1,1,1,1,1,1310402,0.565463840961456,2,1,1,1,1,"1"
13104031,2,1,2,1,1,1,1,1,1,1310403,1.57769048213959,1,1,1,1,1,"3"
13104032,2,1,2,1,1,1,1,1,1,1310403,1.25658631324768,1,1,1,1,1,"3"
13104033,1,1,2,3,1,1,2,3,1,1310403,3.15538096427917,2,1,1,1,2,"4"
13104043,2,2,1,1,1,1,1,1,1,1310404,2.46119785308838,1,1,1,1,1,"1"
13105013,2,2,2,1,1,2,4,2,1,1310501,0.94243973493576,1,1,1,2,1,"4"
13105015,2,2,2,1,1,1,1,1,1,1310501,0.62829315662384,1,1,1,1,1,"1"
13105016,2,2,2,3,1,1,3,1,1,1310501,1.57073271274567,2,1,1,2,1,"4"
13105023,1,2,2,1,1,1,1,1,1,1310502,2.26185536384583,1,1,1,1,1,"1"
13105026,2,1,2,1,1,1,1,2,1,1310502,3.15538120269775,1,1,1,1,1,"3"
13105031,2,2,2,1,2,2,4,2,1,1310503,0.788845300674438,1,1,1,2,1,"4"
13105033,2,2,2,1,1,1,1,1,1,1310503,0.23560993373394,1,1,1,1,1,"1"
13105037,1,1,2,1,1,1,1,1,1,1310503,1.97211313247681,1,1,1,1,1,"3"
13105042,2,2,2,1,3,1,3,1,1,1310504,0.753951847553253,1,2,1,2,1,"4"
13105044,1,2,1,1,1,1,1,1,1,1310504,0.565463960170746,1,1,1,1,1,"1"
13105045,2,2,2,1,1,1,1,1,1,1310504,0.753951847553253,1,1,1,1,1,"1"
13106014,2,2,2,1,1,1,1,1,1,1310601,1.2251718044281,1,1,1,1,1,"1"
13106015,2,2,1,1,1,1,1,1,1,1310601,2.0509979724884,1,1,1,1,1,"1"
13106018,2,2,1,1,1,1,1,1,1,1310601,4.2881007194519,1,1,1,1,1,"1"
13106023,1,2,1,1,1,1,1,1,1,1310602,2.36653590202332,1,1,1,1,1,"1"
13106024,2,1,1,1,1,1,1,1,1,1310602,0.706829786300659,1,1,1,1,1,"3"
13106027,2,1,2,1,1,1,1,1,1,1310602,1.17804968357086,1,1,1,1,1,"3"
13106028,2,2,2,1,1,1,1,1,1,1310602,0.47121986746788,1,1,1,1,1,"1"
13106033,1,1,1,1,1,1,2,1,1,1310603,0.980137348175049,1,1,1,1,1,"3"
13106046,2,2,2,1,1,1,1,1,1,1310604,2.45034337043762,1,1,1,1,1,"1"
13106049,2,2,2,1,2,1,4,1,1,1310604,9.57132339477539,1,1,1,2,1,"4"
13107013,1,2,1,1,1,1,1,1,1,1310701,1.05014717578888,1,1,1,1,1,"1"
13107015,1,2,2,1,1,1,1,1,1,1310701,1.57522082328796,1,1,1,1,1,"1"
13107017,2,2,2,1,1,1,1,1,1,1310701,0.439499527215958,1,1,1,1,1,"1"
13107023,2,2,2,1,1,1,1,1,1,1310702,0.753951787948608,1,1,1,1,1,"1"
13107033,1,2,2,3,3,2,2,1,1,1310703,1.14349341392517,2,2,1,1,1,"4"
13107035,2,2,2,1,1,1,1,1,1,1310703,1.90582251548767,1,1,1,1,1,"1"
13107036,2,1,2,1,1,1,1,1,1,1310703,1.9142644405365,1,1,1,1,1,"3"
13108012,1,1,1,1,1,1,1,1,1,1310801,0.565463840961456,1,1,1,1,1,"3"
13108013,1,2,1,3,1,3,1,1,1,1310801,0.315538138151169,2,1,2,1,1,"4"
13108021,2,2,2,1,1,1,1,1,1,1310802,4.52371072769165,1,1,1,1,1,"1"
13108031,1,2,2,1,1,1,4,2,1,1310803,2.36653590202332,1,1,1,2,1,"4"
13109011,2,2,2,3,3,1,3,1,1,1310901,0.251317262649536,2,2,1,2,1,"4"
13109013,1,2,2,1,1,1,1,1,1,1310901,1.26215243339539,1,1,1,1,1,"1"
13109017,1,2,2,3,3,3,1,1,1,1310901,1.26215243339539,2,2,2,1,1,"2"
13109022,2,2,2,1,1,1,2,2,1,1310902,1.26215243339539,1,1,1,1,1,"1"
13109034,1,1,2,1,1,1,1,1,1,1310903,1.41992151737213,1,1,1,1,1,"3"
13110011,2,2,1,1,1,1,1,1,1,1311001,0.488435178995132,1,1,1,1,1,"1"
13110014,2,2,2,1,1,1,1,1,1,1311001,1.46530544757843,1,1,1,1,1,"1"
13110015,1,1,1,1,1,1,1,1,1,1311001,1.95374071598053,1,1,1,1,1,"3"
13110016,2,2,2,1,1,1,1,1,1,1311001,2.44217586517334,1,1,1,1,1,"1"
13110023,2,2,2,1,4,1,1,1,1,1311002,1.96027481555939,1,2,1,1,1,"1"
13110053,1,2,1,1,1,1,1,1,1,1311005,0.753951847553253,1,1,1,1,1,"1"
13110057,2,2,2,1,1,1,1,1,1,1311005,1.26215255260468,1,1,1,1,1,"1"
13110061,1,1,1,1,1,1,1,1,1,1311006,0.980137348175049,1,1,1,1,1,"3"
13110065,2,2,2,1,1,1,1,1,1,1311006,0.490068674087524,1,1,1,1,1,"1"
13110071,2,2,2,1,2,1,1,1,1,1311007,0.726027607917786,1,1,1,1,1,"1"
13110073,1,2,2,1,1,1,1,1,1,1311007,2.43081212043762,1,1,1,1,1,"1"
13110074,2,1,1,1,1,1,1,1,1,1311007,1.45205521583557,1,1,1,1,1,"3"
13110092,2,2,2,1,1,1,1,1,1,1311009,3.17720365524292,1,1,1,1,1,"1"
13110093,2,2,2,1,1,1,1,1,1,1311009,1.58860182762146,1,1,1,1,1,"1"
13110094,2,2,2,1,1,1,1,1,1,1311009,1.58860182762146,1,1,1,1,1,"1"
13110101,1,1,2,4,4,3,4,3,1,1311010,0.820399224758148,2,2,2,2,2,"2"
13110103,2,1,1,1,1,1,1,1,1,1311010,1.96027481555939,1,1,1,1,1,"3"
13110104,1,2,2,1,1,1,3,1,1,1311010,3.28159689903259,1,1,1,2,1,"4"
13110106,2,2,2,1,1,1,2,1,1,1311010,1.96027481555939,1,1,1,1,1,"1"
13110111,1,1,1,1,1,1,1,1,1,1311011,1.96027481555939,1,1,1,1,1,"3"
13110116,2,2,2,2,2,1,4,1,1,1311011,1.6407984495163,1,1,1,2,1,"4"
13111013,2,2,2,1,1,1,1,2,1,1311101,0.735103070735931,1,1,1,1,1,"1"
13111015,2,2,2,1,1,1,1,1,1,1311101,4.41061782836914,1,1,1,1,1,"1"
13111021,2,2,2,1,1,1,1,1,1,1311102,1.00526916980743,1,1,1,1,1,"1"
13111022,2,2,1,1,1,1,4,3,1,1311102,0.502634584903717,1,1,1,2,2,"4"
13111024,2,1,1,1,1,1,1,1,1,1311102,1.25658643245697,1,1,1,1,1,"3"
13111034,2,2,2,1,1,1,1,1,1,1311103,0.631076276302338,1,1,1,1,1,"1"
13111036,2,2,2,1,1,1,1,1,1,1311103,0.753951847553253,1,1,1,1,1,"1"
13112011,1,1,2,1,1,1,4,4,1,1311201,7.35102939605713,1,1,1,2,2,"4"
13112021,1,2,2,1,1,1,1,1,1,1311202,0.505804836750031,1,1,1,1,1,"1"
13112022,2,2,2,1,1,1,1,1,1,1311202,0.252902418375015,1,1,1,1,1,"1"
13112023,1,2,1,1,1,1,1,1,1,1311202,1.69348442554474,1,1,1,1,1,"1"
13112024,2,2,2,1,1,1,1,1,1,1311202,1.26451182365417,1,1,1,1,1,"1"
13112032,2,2,2,1,1,1,1,1,1,1311203,0.376975923776627,1,1,1,1,1,"1"
13112033,1,1,1,1,1,1,1,1,1,1311203,0.565463840961456,1,1,1,1,1,"3"
13112034,2,2,2,1,1,1,1,1,1,1311203,0.376975923776627,1,1,1,1,1,"1"
13112035,2,2,1,1,1,1,1,1,1,1311203,0.94243985414505,1,1,1,1,1,"1"
13112037,2,2,2,4,4,3,2,1,1,1311203,0.94243985414505,2,2,2,1,1,"2"
13112041,2,2,2,1,1,1,1,1,1,1311204,4.41061735153198,1,1,1,1,1,"1"
13112042,1,2,2,2,1,3,1,1,1,1311204,2.20530867576599,1,1,2,1,1,"4"
13112044,2,2,2,1,1,1,1,1,1,1311204,1.23059856891632,1,1,1,1,1,"1"
13112046,1,1,2,3,2,1,1,1,1,1311204,2.20530867576599,2,1,1,1,1,"3"
13112053,2,2,2,1,1,1,1,1,1,1311205,1.05179369449615,1,1,1,1,1,"1"
13112054,2,1,2,1,2,1,1,1,1,1311205,27.1163845062256,1,1,1,1,1,"3"
13112062,2,2,2,1,1,1,1,1,1,1311206,4.80758762359619,1,1,1,1,1,"1"
13112063,1,2,2,1,1,1,1,1,1,1311206,3.60569024085999,1,1,1,1,1,"1"
13112065,1,1,1,1,1,1,2,2,1,1311206,4.80758762359619,1,1,1,1,1,"3"
13113011,2,1,2,1,1,1,1,1,1,1311301,1.26215267181396,1,1,1,1,1,"3"
13113013,2,2,2,2,1,1,1,1,1,1311301,0.420717507600784,1,1,1,1,1,"1"
13113015,2,2,2,3,3,3,4,1,1,1311301,1.00526916980743,2,2,2,2,1,"2"
13113034,1,1,2,1,1,4,3,1,1,1311303,1.8848797082901,1,1,2,2,1,"4"
13114021,2,2,2,1,1,1,2,1,1,1311402,2.94041180610657,1,1,1,1,1,"1"
13114042,2,2,2,1,1,1,3,1,1,1311404,1.13092768192291,1,1,1,2,1,"4"
13114044,2,2,1,1,1,1,1,1,1,1311404,0.848195731639862,1,1,1,1,1,"1"
13114051,2,2,2,1,1,1,1,1,1,1311405,0.980137407779694,1,1,1,1,1,"1"
13114061,2,2,2,3,2,2,4,3,1,1311406,3.28159689903259,2,1,1,2,2,"4"
13115033,2,2,2,1,4,1,1,1,1,1311503,1.50790357589722,1,2,1,1,1,"1"
13116013,1,1,2,1,1,2,1,1,1,1311601,3.76975870132446,1,1,1,1,1,"3"
13116015,2,2,2,1,1,1,1,1,1,1311601,1.88487935066223,1,1,1,1,1,"1"
13116018,1,1,1,1,1,1,1,1,1,1311601,0.62829315662384,1,1,1,1,1,"3"
13116021,2,2,1,1,1,1,1,1,1,1311602,1.25658631324768,1,1,1,1,1,"1"
13116024,1,1,1,1,1,1,1,1,1,1311602,1.25658631324768,1,1,1,1,1,"3"
13116025,1,1,2,1,1,1,1,1,1,1311602,0.502634525299072,1,1,1,1,1,"3"
13116031,2,2,2,1,1,1,1,1,1,1311603,0.631076276302338,1,1,1,1,1,"1"
13117012,2,1,1,1,1,1,1,1,1,1311701,2.94041204452515,1,1,1,1,1,"3"
13117013,1,2,2,3,1,2,3,1,1,1311701,1.6407984495163,2,1,1,2,1,"4"
13117022,1,1,2,1,1,1,1,1,1,1311702,0.565463840961456,1,1,1,1,1,"3"
13117031,2,2,2,1,1,1,1,1,1,1311703,8.20399188995361,1,1,1,1,1,"1"
13118011,2,2,2,1,1,1,1,1,1,1311801,5.88082361221313,1,1,1,1,1,"1"
13118022,2,1,2,1,1,1,1,1,1,1311802,1.68023562431335,1,1,1,1,1,"3"
13118023,2,2,1,1,1,1,1,1,1,1311802,0.420058906078339,1,1,1,1,1,"1"
13118026,1,1,2,1,1,1,2,1,1,1311802,1.26017677783966,1,1,1,1,1,"3"
13118032,2,2,2,1,1,1,1,1,1,1311803,0.664854407310486,1,1,1,1,1,"1"
13118033,2,2,2,1,1,1,1,1,1,1311803,0.980137348175049,1,1,1,1,1,"1"
13118034,2,2,2,1,1,1,1,1,1,1311803,0.490068674087524,1,1,1,1,1,"1"
13118042,2,2,2,1,1,1,1,1,1,1311804,1.50790369510651,1,1,1,1,1,"1"
13118043,2,2,1,1,1,1,1,1,1,1311804,1.50790369510651,1,1,1,1,1,"1"
13119013,2,2,2,1,2,1,1,1,1,1311901,2.18773102760315,1,1,1,1,1,"1"
13119017,2,2,2,1,1,1,1,1,1,1311901,5.46932744979858,1,1,1,1,1,"1"
13119027,2,2,2,1,3,2,2,3,1,1311902,2.10358738899231,1,2,1,1,2,"4"
13119028,1,1,1,1,1,1,1,1,1,1311902,1.25658631324768,1,1,1,1,1,"3"
13119041,1,1,2,1,1,1,1,1,1,1311904,2.45034337043762,1,1,1,1,1,"3"
13119042,2,2,2,1,1,1,1,1,1,1311904,2.45034337043762,1,1,1,1,1,"1"
13119043,2,2,2,1,1,1,1,1,1,1311904,0.980137407779694,1,1,1,1,1,"1"
13119053,1,1,1,1,1,1,1,1,1,1311905,4.90068674087524,1,1,1,1,1,"3"
13119066,1,1,2,1,1,1,1,1,1,1311906,4.92239427566528,1,1,1,1,1,"3"
13119071,2,2,2,3,3,4,3,1,1,1311907,0.980137407779694,2,2,2,2,1,"2"
13119084,2,2,2,4,3,3,3,3,1,1311908,5.88082408905029,2,2,2,2,2,"2"
13119093,1,1,1,1,2,1,1,1,1,1311909,0.820399224758148,1,1,1,1,1,"3"
13119101,2,2,2,1,1,1,1,1,1,1311910,0.490068674087524,1,1,1,1,1,"1"
13119105,1,2,1,1,1,1,1,1,1,1311910,0.980137348175049,1,1,1,1,1,"1"
13119107,1,1,1,1,1,1,1,1,1,1311910,1.47020590305328,1,1,1,1,1,"3"
13119111,2,2,1,2,1,1,1,3,1,1311911,0.816781103610992,1,1,1,1,2,"1"
13119113,2,2,2,1,1,1,1,1,1,1311911,2.45034337043762,1,1,1,1,1,"1"
13119114,2,2,2,1,1,1,1,1,1,1311911,1.63356220722198,1,1,1,1,1,"1"
13119115,2,2,2,1,1,1,1,1,1,1311911,0.816781103610992,1,1,1,1,1,"1"
13119117,1,1,2,2,1,1,4,1,1,1311911,1.63356220722198,1,1,1,2,1,"3"
13119136,1,2,2,4,4,4,5,1,1,1311913,1.2251718044281,2,2,2,2,1,"2"
13119141,2,2,2,1,1,1,1,2,1,1311914,0.942439675331116,1,1,1,1,1,"1"
13119145,2,1,2,3,2,1,4,1,1,1311914,1.57769048213959,2,1,1,2,1,"4"
13119146,2,2,2,1,2,1,1,1,1,1311914,1.57073271274567,1,1,1,1,1,"1"
13119153,1,1,2,2,4,4,5,4,1,1311915,2.94041180610657,1,2,2,2,2,"4"
13119156,1,2,2,1,1,1,3,3,1,1311915,0.980137348175049,1,1,1,2,2,"4"
13119161,2,2,2,1,3,3,3,1,1,1311916,3.6755154132843,1,2,2,2,1,"2"
13120013,1,1,2,5,5,5,5,3,1,1312001,0.188487946987152,2,2,2,2,2,"2"
13120022,2,2,2,2,1,1,1,1,1,1312002,1.9602746963501,1,1,1,1,1,"1"
13120024,2,2,2,2,2,1,2,1,1,1312002,0.980137348175049,1,1,1,1,1,"1"
13120041,2,2,2,1,1,1,1,1,1,1312004,0.251317262649536,1,1,1,1,1,"1"
13120042,2,2,1,1,1,1,1,1,1,1312004,0.502634525299072,1,1,1,1,1,"1"
13120073,2,2,2,1,2,3,4,3,1,1312007,0.820399224758148,1,1,2,2,2,"4"
13120074,2,2,1,1,1,1,1,1,1,1312007,0.980137407779694,1,1,1,1,1,"1"
13120075,2,1,1,1,1,1,1,1,1,1312007,1.6407984495163,1,1,1,1,1,"3"
13120077,2,2,1,3,3,2,3,1,1,1312007,0.820399224758148,2,2,1,2,1,"4"
13121022,1,2,2,1,1,1,1,1,1,1312102,0.757291555404663,1,1,1,1,1,"1"
13121024,1,1,2,1,1,1,1,1,1,1312102,1.35711324214935,1,1,1,1,1,"3"
13121025,2,1,1,1,1,1,5,1,1,1312102,2.27187442779541,1,1,1,2,1,"3"
13121026,2,1,2,1,1,1,1,1,1,1312102,0.452371090650558,1,1,1,1,1,"3"
13121027,2,2,2,1,1,1,1,2,1,1312102,1.13092768192291,1,1,1,1,1,"1"
13121034,2,2,2,1,1,1,1,1,1,1312103,0.753951787948608,1,1,1,1,1,"1"
13121036,1,1,2,1,1,1,1,1,1,1312103,1.13092768192291,1,1,1,1,1,"3"
13121037,2,2,2,1,1,1,1,1,1,1312103,0.376975893974304,1,1,1,1,1,"1"
13122016,2,2,1,1,1,1,1,1,1,1312201,2.94041228294373,1,1,1,1,1,"1"
13122017,2,1,1,1,1,1,3,1,1,1312201,2.94041228294373,1,1,1,2,1,"3"
13122025,1,2,2,1,1,1,2,1,1,1312202,0.753951787948608,1,1,1,1,1,"1"
13122041,2,2,2,2,1,1,3,3,1,1312204,5.46932744979858,1,1,1,2,2,"4"
13122044,2,2,2,1,1,1,1,1,1,1312204,1.9602746963501,1,1,1,1,1,"1"
13122046,2,2,1,1,1,1,1,1,1,1312204,4.573974609375,1,1,1,1,1,"1"
13122051,2,2,2,3,3,1,3,3,1,1312205,0.753951787948608,2,2,1,2,2,"2"
13122052,1,1,1,1,1,1,1,1,1,1312205,0.753951787948608,1,1,1,1,1,"3"
13122065,2,2,2,1,1,1,1,1,1,1312206,11.0265455245972,1,1,1,1,1,"1"
13122066,2,2,2,1,1,1,2,1,1,1312206,2.94041228294373,1,1,1,1,1,"1"
13122071,1,2,2,1,3,2,2,1,1,1312207,1.75799810886383,1,2,1,1,1,"4"
13122073,1,1,2,1,1,1,5,1,1,1312207,0.878999054431915,1,1,1,2,1,"3"
13123014,2,2,2,1,1,1,3,1,1,1312301,1.09386551380157,1,1,1,2,1,"4"
13123026,2,2,2,1,1,2,2,4,1,1312302,1.29585468769073,1,1,1,1,2,"4"
13123028,2,2,2,4,2,2,3,1,1,1312302,0.777512788772583,2,1,1,2,1,"4"
13123031,2,2,2,1,1,1,4,1,1,1312303,1.96027481555939,1,1,1,2,1,"4"
13123039,2,2,2,1,1,1,2,1,1,1312303,1.6407984495163,1,1,1,1,1,"1"
13123044,2,2,2,2,1,1,1,2,1,1312304,0.490068703889847,1,1,1,1,1,"1"
13123053,2,2,2,2,2,1,1,1,1,1312305,3.15538120269775,1,1,1,1,1,"1"
13123056,2,2,2,2,1,1,1,1,1,1312305,0.376975923776627,1,1,1,1,1,"1"
13123066,2,2,2,5,4,4,5,3,1,1312306,0.753951787948608,2,2,2,2,2,"2"
13123075,1,1,2,1,3,3,5,4,1,1312307,1.47020602226257,1,2,2,2,2,"4"
13123078,1,2,2,1,1,1,1,1,1,1312307,0.980137407779694,1,1,1,1,1,"1"
13124014,1,1,1,1,1,1,1,1,1,1312401,2.82731914520264,1,1,1,1,1,"3"
13124025,2,2,2,1,1,1,1,1,1,1312402,0.376975893974304,1,1,1,1,1,"1"
13124026,2,2,1,1,1,1,1,1,1,1312402,0.94243985414505,1,1,1,1,1,"1"
13124027,2,1,2,1,1,1,1,1,1,1312402,1.31941556930542,1,1,1,1,1,"3"
13124033,2,2,2,1,1,1,1,1,1,1312403,3.26712441444397,1,1,1,1,1,"1"
13124035,1,2,2,1,1,1,1,1,1,1312403,1.9602746963501,1,1,1,1,1,"1"
13124045,2,2,2,1,1,1,1,1,1,1312404,9.84478855133057,1,1,1,1,1,"1"
13124054,2,2,2,1,1,1,1,1,1,1312405,0.376975923776627,1,1,1,1,1,"1"
13124057,1,1,1,1,1,1,1,1,1,1312405,0.753951847553253,1,1,1,1,1,"3"
13124066,2,2,2,2,1,1,1,1,1,1312406,0.753951787948608,1,1,1,1,1,"1"
13124071,1,2,2,1,1,1,1,1,1,1312407,9.84478855133057,1,1,1,1,1,"1"
13124072,2,2,2,1,1,1,1,1,1,1312407,4.92239427566528,1,1,1,1,1,"1"
13125024,2,2,1,1,1,1,1,1,1,1312502,0.473307281732559,1,1,1,1,1,"1"
13125025,2,2,2,1,1,1,1,1,1,1312502,1.41992151737213,1,1,1,1,1,"1"
13125041,1,1,2,1,1,1,1,1,1,1312504,4.0839056968689,1,1,1,1,1,"3"
13125046,2,2,1,1,1,1,1,1,1,1312504,6.12585878372192,1,1,1,1,1,"1"
13125052,2,2,2,1,3,2,1,1,1,1312505,0.376975893974304,1,2,1,1,1,"1"
13125063,2,2,2,1,1,1,1,1,1,1312506,1.50790357589722,1,1,1,1,1,"1"
13126023,2,2,1,3,1,2,1,1,1,1312602,0.820399224758148,2,1,1,1,1,"1"
13126025,2,2,2,1,1,1,1,1,1,1312602,3.28159689903259,1,1,1,1,1,"1"
13127023,2,2,2,1,1,1,1,1,1,1312702,8.20398998260498,1,1,1,1,1,"1"
13127032,1,1,1,1,1,1,1,1,1,1312703,1.97211349010468,1,1,1,1,1,"3"
13127033,2,1,1,1,1,1,1,1,1,1312703,0.94243985414505,1,1,1,1,1,"3"
13127034,2,2,2,1,1,1,1,1,1,1312703,0.94243985414505,1,1,1,1,1,"1"
13127035,1,1,2,1,1,1,1,1,1,1312703,1.17804980278015,1,1,1,1,1,"3"
13127042,1,2,1,1,1,1,1,1,1,1312704,2.26185536384583,1,1,1,1,1,"1"
13127053,2,2,1,1,2,1,1,1,1,1312705,1.14119017124176,1,1,1,1,1,"1"
13128013,2,1,2,1,1,1,1,1,1,1312801,1.47020590305328,1,1,1,1,1,"3"
13128014,1,1,1,1,1,1,2,1,1,1312801,1.9602746963501,1,1,1,1,1,"3"
13128016,2,2,2,1,1,1,1,1,1,1312801,2.45034289360046,1,1,1,1,1,"1"
13128024,1,2,2,1,1,1,1,1,1,1312802,2.94041180610657,1,1,1,1,1,"1"
13128041,1,2,2,1,1,1,3,2,1,1312804,1.50790369510651,1,1,1,2,1,"4"
13128053,2,2,1,1,1,1,1,1,1,1312805,1.50790357589722,1,1,1,1,1,"1"
13128055,2,1,2,3,1,1,1,1,1,1312805,1.13092768192291,2,1,1,1,1,"4"
13129014,2,1,1,1,1,1,1,1,1,1312901,1.16337525844574,1,1,1,1,1,"3"
13129016,2,2,2,1,1,1,3,4,1,1312901,1.55116724967957,1,1,1,2,2,"4"
13129024,2,2,2,1,1,1,1,1,1,1312902,3.01580715179443,1,1,1,1,1,"1"
13129032,2,2,2,1,1,1,1,1,1,1312903,1.31941568851471,1,1,1,1,1,"1"
13130012,2,1,1,1,1,1,1,1,1,1313001,2.04570603370667,1,1,1,1,1,"3"
13130014,2,2,2,1,1,1,1,1,1,1313001,0.565463960170746,1,1,1,1,1,"1"
13130016,2,2,2,1,3,1,5,1,1,1313001,1.57769060134888,1,2,1,2,1,"4"
13130018,2,2,2,3,1,4,3,1,1,1313001,0.565463960170746,2,1,2,2,1,"4"
13130021,2,2,2,1,1,2,5,1,1,1313002,1.47020590305328,1,1,1,2,1,"4"
13130022,2,2,2,1,1,1,1,1,1,1313002,3.28159642219543,1,1,1,1,1,"1"
13130025,2,2,2,5,5,4,4,1,1,1313002,2.46119713783264,2,2,2,2,1,"2"
13131013,2,2,2,4,1,4,4,1,1,1313101,1.89322865009308,2,1,2,2,1,"4"
13131016,2,2,2,1,1,1,1,1,1,1313101,0.848195731639862,1,1,1,1,1,"1"
13131018,2,2,2,1,1,1,1,1,1,1313101,1.69639146327972,1,1,1,1,1,"1"
13131021,2,2,2,2,3,3,4,5,1,1313102,0.706829905509949,1,2,2,2,2,"2"
13131023,2,2,2,1,1,1,2,1,1,1313102,1.57769060134888,1,1,1,1,1,"1"
13131025,1,2,2,3,1,1,3,1,1,1313102,0.94243973493576,2,1,1,2,1,"4"
13131033,2,2,2,1,1,2,1,1,1,1313103,1.31941556930542,1,1,1,1,1,"1"
13131038,2,2,2,1,1,1,1,1,1,1313103,0.946614265441895,1,1,1,1,1,"1"
13132015,2,2,2,1,1,1,1,1,1,1313201,0.490068703889847,1,1,1,1,1,"1"
13201011,2,1,2,1,1,1,4,1,1,1320101,4.37546253204346,1,1,1,2,1,"4"
13201013,2,2,1,1,1,1,1,1,1,1320101,3.26712512969971,1,1,1,1,1,"1"
13201017,2,2,2,3,1,1,1,1,1,1320101,1.9602746963501,2,1,1,1,1,"1"
13201025,2,2,2,2,1,1,1,1,1,1320102,0.490068703889847,1,1,1,1,1,"1"
13201037,2,2,1,1,1,1,1,1,1,1320103,3.69179558753967,1,1,1,1,1,"1"
13201044,2,2,2,1,1,1,1,1,1,1320104,1.31035971641541,1,1,1,1,1,"1"
13201046,2,1,1,1,1,1,1,1,1,1320104,2.3482460975647,1,1,1,1,1,"3"
13201047,2,2,2,3,1,1,1,1,1,1320104,6.55179929733276,2,1,1,1,1,"1"
13201051,2,1,1,1,1,1,1,1,1,1320105,5.88082456588745,1,1,1,1,1,"3"
13201061,2,2,2,2,1,3,4,1,1,1320106,1.9602746963501,1,1,2,2,1,"4"
13201062,1,1,2,1,1,1,2,2,1,1320106,3.9205493927002,1,1,1,1,1,"3"
13201063,2,1,2,1,1,1,1,1,1,1320106,2.61369967460632,1,1,1,1,1,"3"
13201071,2,2,2,1,1,1,1,1,1,1320107,2.94041180610657,1,1,1,1,1,"1"
13201074,2,2,2,1,1,1,1,1,1,1320107,1.47020590305328,1,1,1,1,1,"1"
13201081,2,1,1,1,1,1,1,1,1,1320108,4.21787071228027,1,1,1,1,1,"3"
13201082,1,2,2,1,1,1,1,1,1,1320108,4.21787071228027,1,1,1,1,1,"1"
13201085,2,2,2,3,3,1,4,3,1,1320108,1.67970788478851,2,2,1,2,2,"2"
13201096,2,1,1,1,1,1,1,1,1,1320109,7.35103034973145,1,1,1,1,1,"3"
13201104,1,1,2,1,1,1,1,1,1,1320110,1.50790357589722,1,1,1,1,1,"3"
13201115,1,2,2,1,1,1,2,1,1,1320111,2.94041204452515,1,1,1,1,1,"1"
13201122,2,2,2,1,1,1,3,1,1,1320112,0.62829315662384,1,1,1,2,1,"4"
13201125,2,2,2,1,1,1,1,1,1,1320112,1.57073271274567,1,1,1,1,1,"1"
13201126,2,2,1,1,1,1,1,1,1,1320112,0.942439675331116,1,1,1,1,1,"1"
13201132,2,2,1,1,1,1,1,1,1,1320113,6.83665943145752,1,1,1,1,1,"1"
