"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
13121022,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13121024,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13121025,2,1,1,1,1,1,5,1,1,1,1,2,1,"3"
13121026,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13121027,2,2,2,1,1,1,1,2,1,1,1,1,1,"4"
13121034,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13121036,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13121037,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13122016,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13122017,2,1,1,1,1,1,3,1,1,1,1,2,1,"3"
13122025,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13122041,2,2,2,2,1,1,3,3,1,1,1,2,2,"1"
13122044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13122046,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13122051,2,2,2,3,3,1,3,3,2,2,1,2,2,"2"
13122052,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13122065,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13122066,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13122071,1,2,2,1,3,2,2,1,1,2,1,1,1,"1"
13122073,1,1,2,1,1,1,5,1,1,1,1,2,1,"3"
13123014,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
13123026,2,2,2,1,1,2,2,4,1,1,1,1,2,"1"
13123028,2,2,2,4,2,2,3,1,2,1,1,2,1,"1"
13123031,2,2,2,1,1,1,4,1,1,1,1,2,1,"1"
13123039,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13123044,2,2,2,2,1,1,1,2,1,1,1,1,1,"4"
13123053,2,2,2,2,2,1,1,1,1,1,1,1,1,"4"
13123056,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
13123066,2,2,2,5,4,4,5,3,2,2,2,2,2,"2"
13123075,1,1,2,1,3,3,5,4,1,2,2,2,2,"1"
13123078,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124014,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13124025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124026,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13124027,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13124033,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124035,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124045,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124054,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124057,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13124066,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
13124071,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13124072,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13125024,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13125025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13125041,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13125046,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13125052,2,2,2,1,3,2,1,1,1,2,1,1,1,"4"
13125063,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13126023,2,2,1,3,1,2,1,1,2,1,1,1,1,"4"
13126025,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13127023,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13127032,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13127033,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13127034,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13127035,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13127042,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13127053,2,2,1,1,2,1,1,1,1,1,1,1,1,"4"
13128013,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13128014,1,1,1,1,1,1,2,1,1,1,1,1,1,"3"
13128016,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13128024,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13128041,1,2,2,1,1,1,3,2,1,1,1,2,1,"1"
13128053,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13128055,2,1,2,3,1,1,1,1,2,1,1,1,1,"1"
13129014,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13129016,2,2,2,1,1,1,3,4,1,1,1,2,2,"1"
13129024,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13129032,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13130012,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13130014,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13130016,2,2,2,1,3,1,5,1,1,2,1,2,1,"1"
13130018,2,2,2,3,1,4,3,1,2,1,2,2,1,"1"
13130021,2,2,2,1,1,2,5,1,1,1,1,2,1,"1"
13130022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13130025,2,2,2,5,5,4,4,1,2,2,2,2,1,"2"
13131013,2,2,2,4,1,4,4,1,2,1,2,2,1,"1"
13131016,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13131018,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13131021,2,2,2,2,3,3,4,5,1,2,2,2,2,"2"
13131023,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13131025,1,2,2,3,1,1,3,1,2,1,1,2,1,"1"
13131033,2,2,2,1,1,2,1,1,1,1,1,1,1,"4"
13131038,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13132015,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201011,2,1,2,1,1,1,4,1,1,1,1,2,1,"1"
13201013,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13201017,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
13201025,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
13201037,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13201044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201046,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13201047,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
13201051,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13201061,2,2,2,2,1,3,4,1,1,1,2,2,1,"1"
13201062,1,1,2,1,1,1,2,2,1,1,1,1,1,"3"
13201063,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13201071,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201074,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201081,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13201082,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201085,2,2,2,3,3,1,4,3,2,2,1,2,2,"2"
13201096,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13201104,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13201115,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13201122,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
13201125,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201126,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13201132,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13201134,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
13201135,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13201146,2,1,1,3,1,1,1,1,2,1,1,1,1,"3"
13201155,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13201165,1,1,1,3,3,1,4,2,2,2,1,2,1,"1"
13201166,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13201174,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13201175,2,1,1,1,1,1,4,1,1,1,1,2,1,"3"
13201177,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13201182,1,2,2,3,3,1,3,1,2,2,1,2,1,"1"
13201185,2,2,2,1,1,2,1,1,1,1,1,1,1,"4"
13201187,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13301013,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13301021,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13301023,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13301033,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13301041,2,2,1,3,1,1,1,1,2,1,1,1,1,"4"
13301071,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13301091,1,2,2,1,1,1,4,3,1,1,1,2,2,"1"
13301092,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13301093,2,2,2,4,3,3,1,3,2,2,2,1,2,"2"
13301102,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13301112,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13301132,2,2,2,1,1,1,4,5,1,1,1,2,2,"1"
13301141,2,1,2,1,1,3,1,1,1,1,2,1,1,"1"
13301146,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13301152,1,1,2,1,1,1,2,3,1,1,1,1,2,"3"
13301153,1,1,2,3,2,1,2,3,2,1,1,1,2,"1"
13301161,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13301183,1,2,2,1,2,1,1,1,1,1,1,1,1,"4"
13301213,2,2,2,2,2,1,1,1,1,1,1,1,1,"4"
13301222,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13301241,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13301242,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13401032,2,2,2,3,1,4,5,1,2,1,2,2,1,"1"
13401043,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13401044,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13401046,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13401047,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13401051,2,2,2,3,1,1,1,1,2,1,1,1,1,"4"
13401052,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13401053,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13401072,1,2,2,2,1,1,2,1,1,1,1,1,1,"4"
13401074,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13401075,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13401083,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
13401086,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13503011,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13503014,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13503031,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13503032,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13503053,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13503055,1,1,2,1,1,1,3,3,1,1,1,2,2,"1"
13503061,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13503064,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13503073,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13503075,1,2,2,3,1,1,5,5,2,1,1,2,2,"1"
13503081,1,2,2,3,3,2,2,1,2,2,1,1,1,"1"
13503082,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603014,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13603016,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603026,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13603032,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603042,2,2,2,1,1,2,1,1,1,1,1,1,1,"4"
13603044,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603051,2,2,2,2,2,1,3,3,1,1,1,2,2,"1"
13603052,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603053,1,2,2,3,1,2,4,1,2,1,1,2,1,"1"
13603063,2,2,1,3,1,1,1,1,2,1,1,1,1,"4"
13603065,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603073,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13603081,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
13603093,1,2,2,1,1,2,4,3,1,1,1,2,2,"1"
13603102,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603104,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603116,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13603141,2,2,2,3,2,1,4,1,2,1,1,2,1,"1"
13603155,2,2,2,4,3,1,2,1,2,2,1,1,1,"1"
13603163,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603212,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13603221,2,2,1,1,1,1,2,1,1,1,1,1,1,"4"
13603222,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13604012,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13604014,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13604022,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13605012,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605044,2,2,2,1,1,1,2,1,1,1,1,1,1,"4"
13605045,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605051,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605052,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605064,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605065,2,2,2,1,1,1,3,3,1,1,1,2,2,"1"
13605071,1,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13605072,2,2,2,4,2,1,3,1,2,1,1,2,1,"1"
13605081,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13605083,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13605085,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13605101,1,2,2,2,3,1,5,3,1,2,1,2,2,"1"
13605104,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605111,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13605121,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605123,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13605142,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13605151,2,2,2,1,1,1,3,1,1,1,1,2,1,"1"
13605152,2,1,2,1,1,1,1,1,1,1,1,1,1,"3"
13605161,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13605164,2,2,2,1,1,1,2,2,1,1,1,1,1,"4"
13605174,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605176,1,1,2,1,1,3,3,3,1,1,2,2,2,"1"
13605181,2,2,2,3,3,3,2,1,2,2,2,1,1,"2"
13605191,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605205,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
13605222,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605223,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605231,2,2,2,1,1,1,2,3,1,1,1,1,2,"1"
13605232,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
13605243,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
13605244,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14201012,1,2,2,1,1,1,2,1,1,1,1,1,1,"4"
14201023,2,2,2,2,1,4,5,3,1,1,2,2,2,"1"
14201031,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14201032,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201033,2,2,2,2,1,1,1,2,1,1,1,1,1,"4"
14201051,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14201052,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201062,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14201071,2,2,2,2,1,1,1,1,1,1,1,1,1,"4"
14201072,1,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201081,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201091,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201092,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
14201103,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201111,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14201112,1,1,1,1,1,1,1,1,1,1,1,1,1,"3"
14204011,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14204012,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204021,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204022,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204031,1,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204033,1,1,1,1,1,1,3,1,1,1,1,2,1,"3"
14204042,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14204051,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204061,2,2,1,1,1,1,1,1,1,1,1,1,1,"4"
14204062,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204091,2,1,2,1,1,1,2,1,1,1,1,1,1,"3"
14204093,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204103,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204111,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
14204113,2,2,2,1,1,1,1,1,1,1,1,1,1,"4"
131230210,2,1,1,1,1,1,1,1,1,1,1,1,1,"3"
131230214,2,2,2,2,1,2,3,1,1,1,1,2,1,"1"
